"id","country"
"2a18gv8mh0","NDF"
NA,"NDF"
"krras8ueqd","NDF"
NA,"NDF"
"hwczgyd6f3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"e7cdcpss9w","NDF"
"yhthzkq8lw","NDF"
"6w5js8fj5a","NDF"
"gg50sg25wm","NDF"
"xd1ii36ns5","NDF"
"mxq55lwsvr","NDF"
NA,"NDF"
NA,"NDF"
"nomt5bak3i","NDF"
"a6z7dm6b43","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"k2cqb4k5hb","US"
NA,"NDF"
"mqysigtly4","NDF"
"iippbo0qyq","NDF"
"ttrquqdgxz","NDF"
NA,"NDF"
NA,"NDF"
"53k5kd9ozc","NDF"
"t9yt9ld19z","US"
NA,"NDF"
"fnrzjlaiwd","US"
NA,"NDF"
"evv8vl3iix","NDF"
NA,"NDF"
NA,"NDF"
"830xvv63jb","US"
NA,"NDF"
"f4lb6egqa8","NDF"
"8wuvktydfi","NDF"
"x7wrpolbow","NDF"
"lo4d1eglzk","NDF"
NA,"NDF"
"zl0doxw137","NDF"
"6unvvxbio9","US"
"93y7lovz23","NDF"
NA,"NDF"
NA,"NDF"
"6pfqalb7ci","NDF"
"tg0skjpydn","NDF"
NA,"NDF"
"mgmuc5g093","NDF"
"n9swappq66","NDF"
NA,"NDF"
"i7ak58tpo7","NDF"
NA,"NDF"
"is8ymm1a61","NDF"
NA,"NDF"
"es77rb716p","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"sp3tvgel9p","NDF"
NA,"NDF"
NA,"NDF"
"cyp7k0r9n2","NDF"
"4mv9b3j7fx","NDF"
"bl8sz9d653","US"
NA,"NDF"
NA,"NDF"
"auxb3o6v78","US"
NA,"NDF"
"zkloyn8lne","NDF"
"hiupbvp0ay","NDF"
NA,"NDF"
"zpcqdhmmc4","US"
"6vi9wz0x86","NDF"
"5oct9nxvop","NDF"
NA,"NDF"
NA,"NDF"
"ybc8wnlfcx","NDF"
NA,"NDF"
"cnybo1tie4","NDF"
NA,"NDF"
"fdkbge637i","NDF"
NA,"NDF"
"h69u5wqzlh","US"
"72me74hq20","NDF"
NA,"NDF"
"pqggxe4l5a","NDF"
NA,"NDF"
"3nw4ytjmi6","NDF"
"vzl4opbsr7","NDF"
"6ggo8gba5r","US"
"tuskgqcsh5","US"
"p00rzpgs6j","NDF"
NA,"NDF"
"iaipju0fgy","US"
"87v8p2ccn9","NDF"
NA,"NDF"
NA,"NDF"
"0hdd8uudhx","NDF"
NA,"NDF"
"0ubtvn3nrq","NDF"
NA,"NDF"
"3xcp7f3m8o","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"xgncrwkh8e","NDF"
NA,"NDF"
"so8mep5e59","NDF"
NA,"NDF"
NA,"NDF"
"bu5np8bxqx","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"qncvchtom0","US"
"4j9qtd9lox","US"
NA,"NDF"
NA,"NDF"
"w6qw82dcd4","NDF"
NA,"NDF"
NA,"NDF"
"94r4tnuglp","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ehroyvlmls","NDF"
NA,"NDF"
"gxjl6zxwgh","NDF"
NA,"NDF"
"0f9n7wbum8","NDF"
"bm9saf3lnj","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"fu4bkfziza","NDF"
"zpnebp9g7f","US"
NA,"NDF"
"7rnn241z1d","NDF"
NA,"NDF"
NA,"NDF"
"kkbvqv9s1s","NDF"
NA,"NDF"
NA,"NDF"
"pjhodz4zc7","NDF"
"2dkpmuht3m","NDF"
"r5hastizqz","NDF"
"ascj5x5d32","NDF"
"iljpfcy9va","NDF"
"kdgrq9e2n6","NDF"
"tlrdic9gp4","NDF"
"98mbv2q9aq","NDF"
NA,"NDF"
"xrmdys5fgy","NDF"
NA,"NDF"
"beme3doz4t","US"
NA,"NDF"
"cfn8nbgq31","US"
"wyzxz2tpsu","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"e74odv61rx","NDF"
"x3ukc916ga","NDF"
"2li9wj6orw","US"
"1hsr4dp5w8","NDF"
"fo36dkl4kx","NDF"
"po02vs5hks","NDF"
NA,"NDF"
"kad9uyzqqx","NDF"
"msaru3a2me","NDF"
"5bb0klwahw","NDF"
NA,"NDF"
"zhg11r1vvq","US"
"2z5hptzt84","NDF"
NA,"NDF"
"y04u8muoq3","NDF"
"hupct170mc","NDF"
NA,"NDF"
"k450ie7kh5","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"kxbwigmy1j","NDF"
NA,"NDF"
"tas0hrgqw6","NDF"
"umjjucd5dd","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9823gcnhj9","NDF"
NA,"NDF"
NA,"NDF"
"w3hna93wcx","NDF"
"r8l8r6u0zy","NDF"
NA,"NDF"
"0uaw9h9btm","US"
"9a7uivj1c6","NDF"
"tbnsmr9il1","NDF"
"koqjshyc48","US"
"o2ax5480vf","NDF"
NA,"NDF"
"kr4l6891eg","NDF"
"arbadaw0mz","NDF"
"va3rxmbb27","US"
"ta015ccwxd","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"8u335nkmcj","NDF"
"nvxmb4ttfq","NDF"
"h067ppdcqf","NDF"
"hztoxq15b3","NDF"
NA,"NDF"
"u6sp4a08tn","NDF"
NA,"NDF"
"cqbs2dwqvs","NDF"
"vzl7qea3u9","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"gvht1p2tmg","NDF"
"0ysq5mcxwh","NDF"
"orsiqktei5","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ahx3blbmh8","US"
"fc1eab8t0m","NDF"
NA,"NDF"
"q79drx5n26","NDF"
"vxsflqupc3","NDF"
"vn071tqnvn","NDF"
"sh9sqpp60z","NDF"
"mpls2jkuf6","NDF"
"j1o1z5bhks","NDF"
"npqn4bwkh2","NDF"
"mv9l5f7ezq","US"
NA,"NDF"
"hyua0b8no9","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ncojl8dsdj","NDF"
"tamxvqdhy7","US"
"ktowo98lej","NDF"
NA,"NDF"
"79ah1hpgl5","NDF"
"qq3j6g1uno","NDF"
"6vvt94j8qk","NDF"
"tpuub8d2s3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"27b6p1id82","NDF"
NA,"NDF"
NA,"NDF"
"bbgkzz7400","US"
"jdlhs7cz4v","NDF"
NA,"NDF"
NA,"NDF"
"1lyute4nlz","NDF"
"54fjdml43v","US"
"edlgxl27zy","NDF"
"2dbpt8xcro","US"
"at3gtxpnm2","NDF"
"skdxbo7t9u","NDF"
"6smfjp50y4","NDF"
"6k947ojqzd","NDF"
"boqde0l1jf","NDF"
NA,"NDF"
"9w329adayv","NDF"
NA,"NDF"
NA,"NDF"
"270ah6gm73","NDF"
"s1gez3uyc7","NDF"
"m8vtrbestb","NDF"
"e89t0g25iz","NDF"
NA,"NDF"
"ne5vygu4v3","US"
NA,"NDF"
"np81ub37ct","NDF"
"3tywpfx1c4","NDF"
NA,"NDF"
NA,"NDF"
"sdoiaki5xo","NDF"
"ydb4tz5cen","NDF"
NA,"NDF"
NA,"NDF"
"7jwruo69rg","NDF"
NA,"NDF"
"e04ctfjeyo","NDF"
NA,"NDF"
NA,"NDF"
"8dclm10wvc","NDF"
NA,"NDF"
NA,"NDF"
"doyzsrdton","NDF"
"ra7sqrec7l","NDF"
NA,"NDF"
"fb8g871vrs","NDF"
"xqo65f4qdy","NDF"
"vusaf7hi49","US"
NA,"NDF"
"qys3vvcpxa","NDF"
NA,"NDF"
"epintqn6h9","NDF"
"3b55h5ujlq","US"
"q7j8hhqlfm","NDF"
NA,"NDF"
NA,"NDF"
"oqbkl6ql2u","US"
"nmwjh0f051","NDF"
NA,"NDF"
"s3zlddsw6d","NDF"
NA,"NDF"
NA,"NDF"
"0pj95wepy9","NDF"
"tn4x7g9cay","NDF"
"89zwpthdq4","NDF"
NA,"NDF"
"wwiqv3w8xk","NDF"
NA,"NDF"
NA,"NDF"
"dganr1dnkm","NDF"
"wwp98pmbrs","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"yx1q94k3hg","NDF"
NA,"NDF"
"iv65cf3hu4","NDF"
"k9emoz3js1","NDF"
NA,"NDF"
"ofqmu7culq","NDF"
"cdu5wnaqjf","NDF"
NA,"NDF"
NA,"NDF"
"it6j7nd54o","NDF"
"wsnfcehv1z","US"
NA,"NDF"
"siraqvr6ga","NDF"
NA,"NDF"
"fqwd8lv1ri","NDF"
NA,"NDF"
"tturhok68n","NDF"
"1vg7nifi1s","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"lcoehb46wn","NDF"
NA,"NDF"
"f9vu7zbntk","NDF"
"uk65radk84","NDF"
"xqq2ejt8x3","NDF"
"45ecu5bz78","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"1egrqet1kr","NDF"
NA,"NDF"
"54hx16km26","NDF"
"gmo85evpy8","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"dnxb3cx52k","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"12ckid3eb0","NDF"
"nop2k371ic","US"
"f7ylz6ls1n","NDF"
NA,"NDF"
NA,"NDF"
"k9qeru0qm2","NDF"
"4cs3r7ddjk","NDF"
NA,"NDF"
"w9reqqtm52","NDF"
"oxza626gt8","NDF"
NA,"NDF"
"pnsxg1dvwc","NDF"
NA,"NDF"
"e263vmujh1","NDF"
NA,"NDF"
NA,"NDF"
"9ggz13b8t6","US"
"4abitg6r3f","US"
NA,"NDF"
"6se2v5qy6s","US"
"s781ycpax3","NDF"
"jl44r564wq","NDF"
NA,"NDF"
"8sgw9du22v","NDF"
"xx8qi3uk6j","US"
NA,"NDF"
NA,"NDF"
"5x16xzuuxe","NDF"
"zevyeoqn1f","NDF"
"o1xslpm0ck","NDF"
"6oftot1g87","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"qrzy3bnbf7","NDF"
"stk6ymubrh","NDF"
"ihvzvev4ub","NDF"
"8rhe2prelp","NDF"
"kt8xue7tre","NDF"
NA,"NDF"
"zk24e7nkz2","NDF"
"slrt504ity","NDF"
"zbapm2qy14","US"
"gvx06j4hc9","NDF"
"fig35o83od","US"
"4x4qnowfko","NDF"
"f4017ygenm","NDF"
NA,"NDF"
"3hs4tkz1hl","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"c3g400vruq","US"
NA,"NDF"
"ckk27300dv","NDF"
NA,"NDF"
"ybsda9v5kj","US"
"7yjytlhny8","NDF"
"m67b80t6j5","NDF"
"onp0nbsxlx","NDF"
NA,"NDF"
NA,"NDF"
"xxexu8a85l","NDF"
"r9x2oonzg8","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"a4vqj7b4qu","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"qn7es6fxh9","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"109tivn9fy","NDF"
"l84l5298if","NDF"
"65fsz1xbyt","NDF"
"rppwmzefwu","NDF"
NA,"NDF"
NA,"NDF"
"qburs8ncn9","US"
"9skmtbp0q9","NDF"
"5vqr9la8by","NDF"
"hsopqs19qg","US"
"7pzi2j4g2s","NDF"
NA,"NDF"
"6rgcg332qq","NDF"
NA,"NDF"
"c19gxwqcrf","NDF"
NA,"NDF"
NA,"NDF"
"1uwab77nfe","NDF"
NA,"NDF"
NA,"NDF"
"zulwjgxmpn","NDF"
NA,"NDF"
NA,"NDF"
"i3m1bmurgu","NDF"
"8mtxy4udlq","NDF"
"v9xvjfdias","NDF"
"rdnctv9drv","NDF"
"n40m073zgu","NDF"
"vn8r1chw42","US"
NA,"NDF"
"hf167q3imy","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"2qhb7dqkjt","NDF"
"e4x52ss1gf","NDF"
"hc82sbef1d","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"2dsmcw1pfi","US"
"ekegiptmvw","NDF"
"komp1byjwd","NDF"
NA,"NDF"
"zkj7ie6s4s","NDF"
"sdbzop8o7p","NDF"
NA,"NDF"
NA,"NDF"
"aq9yqiyjkx","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"mf41gdihnp","US"
NA,"NDF"
"c80vlf5upp","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9otki0wcof","NDF"
NA,"NDF"
NA,"NDF"
"vlfqd0p2wt","NDF"
"9ofcyy5j5u","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"46v0m6qlj5","US"
"6yccp9z2oh","NDF"
NA,"NDF"
"i1djh4i501","US"
NA,"NDF"
NA,"NDF"
"ebdocyje0x","NDF"
NA,"NDF"
"gye2kyj16r","NDF"
NA,"NDF"
"n4gpxfdkis","NDF"
"75lprmt6w1","NDF"
NA,"NDF"
"8ta0502rv3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"rjaajn72e7","NDF"
NA,"NDF"
"q6ib6c42x9","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"bps9si3k5i","US"
NA,"NDF"
"a7p6dtmlox","NDF"
NA,"NDF"
"9rurp6rus1","NDF"
NA,"NDF"
"c5265lm4jd","NDF"
"0boevjrpi3","NDF"
NA,"NDF"
"dse8nq58zw","NDF"
"f0c240wqx4","NDF"
"24bfosduzc","NDF"
NA,"NDF"
NA,"NDF"
"g4e105ygas","NDF"
"bjlxhynm88","US"
NA,"NDF"
"oyolg2iilr","NDF"
"9i05b0m0h2","NDF"
NA,"NDF"
"bpn1fb2giz","NDF"
NA,"NDF"
NA,"NDF"
"g2ynjpa2ux","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ec4463qapk","US"
"1jlihjivoy","NDF"
NA,"NDF"
"xpu5lqferd","US"
"xi663sm3ui","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"lqm6qg0khx","NDF"
NA,"NDF"
"e7gupjdovc","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ygq14khwcz","NDF"
NA,"NDF"
"9kapcehzyx","NDF"
"p4rc1hh7l1","US"
"swul8aeahj","NDF"
"k6fk5f1nh1","NDF"
NA,"NDF"
NA,"NDF"
"z5dxh4peyb","NDF"
"9u57zh0ysw","NDF"
"n4u09fi194","NDF"
NA,"NDF"
"iaungsbxc9","NDF"
NA,"NDF"
NA,"NDF"
"qr2afxry15","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"67eo30jrlz","NDF"
"cvg875kdmq","NDF"
"sw9jrzzo1t","NDF"
"uyr5zrwmro","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9iut5vvng5","NDF"
"zixqefw5u8","NDF"
"44wmfe7rv4","NDF"
NA,"NDF"
"3myo41auau","NDF"
"b8g4ztdj15","NDF"
"l3a3opvj6l","US"
"yhq0wnl2n3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"nv68wf12zp","US"
"1b26033r9i","NDF"
"irtpmon23y","NDF"
"tztqt9c55b","US"
"ckk7zirdjk","NDF"
"e0r03mn2t9","NDF"
NA,"NDF"
"94qcy5rjiw","US"
NA,"NDF"
NA,"NDF"
"vcmsckqmr6","NDF"
"3cpxjq9poe","US"
"5gc2xxlln9","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"0gvd4p4hr8","NDF"
"9kmhxqyyiq","NDF"
"uhoqeef09p","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"x5x9v6wq5b","NDF"
"bwzd2zl03z","NDF"
"vgvzsyaqpp","NDF"
"kuq8xd7tki","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"kg324kcuel","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"s7leo7gccr","US"
"l7kticof5g","NDF"
"cycirmlaih","NDF"
NA,"NDF"
NA,"NDF"
"fdxo9lq4t7","NDF"
"2ggbkzif3z","NDF"
"io74vha8sd","NDF"
"9gshdi6eli","NDF"
"k3vu1spfva","NDF"
"1nyiwe48u0","NDF"
NA,"NDF"
NA,"NDF"
"q4z43w4kya","NDF"
NA,"NDF"
NA,"NDF"
"dp2bps9xpr","NDF"
"m0fda4v32u","NDF"
"2o5xrejz4x","NDF"
"ue0y25eehc","NDF"
NA,"NDF"
"fasp2h51ka","NDF"
"zyb8t6nl6g","NDF"
"hlcvbunyi8","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"eoiihrnt9p","US"
NA,"NDF"
"0pjx63y0ov","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"xx84u0h43n","NDF"
"ebmwzwsef3","NDF"
NA,"NDF"
NA,"NDF"
"xlxpywaq20","NDF"
"nx9jd9c59z","NDF"
"9rwatjll2l","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"i0pyhuj0yj","NDF"
NA,"NDF"
"dmirl2mz18","NDF"
"p3c0ik6wwz","NDF"
"2vs5i7rwn6","NDF"
NA,"NDF"
"rjovt0nc7x","US"
"a7mc0774hs","NDF"
"230uv7oexw","NDF"
NA,"NDF"
"g7cdpxgsss","NDF"
NA,"NDF"
"zmxlayd386","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"v51fwlfa0d","NDF"
"1x3nzs3zh8","NDF"
"9qe8asvb7c","NDF"
"o09ld1r935","NDF"
NA,"NDF"
"17x2ohtcfj","NDF"
"viat3xyqe3","NDF"
NA,"NDF"
"fka5159sl0","NDF"
"2bl6v18b5l","NDF"
"pv12s1wmpy","NDF"
"2sysybzvcv","NDF"
"gno1x32hcy","NDF"
"avxvk874wc","NDF"
"yj725naf0e","NDF"
"69ko5eiifd","NDF"
"8kal3gj2np","NDF"
"v8rla2twh1","NDF"
NA,"NDF"
"da5evu2k59","US"
"i6u2pfntcy","NDF"
"96fgu9o9bp","US"
"qumlkmv1j5","NDF"
"6n7lm0ievz","US"
"ws92mptorx","NDF"
"ago406gdoa","NDF"
"w0cf5rnr71","NDF"
"b7qt3p7hu7","NDF"
"9e4pblhkwl","US"
"skfrfg93cb","US"
NA,"NDF"
NA,"NDF"
"a2vbuo28rt","NDF"
NA,"NDF"
"cgg88jvt4n","NDF"
"pu8sm4etdo","NDF"
NA,"NDF"
"qy2iuje9wu","NDF"
NA,"NDF"
NA,"NDF"
"fs4tfr7m76","NDF"
"1i8pisi9ys","NDF"
NA,"NDF"
"u834wrx3ab","US"
"t48uz6m563","NDF"
NA,"NDF"
NA,"NDF"
"gjfuq5y5di","NDF"
"sp6we2poi2","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"pi25cceflq","NDF"
NA,"NDF"
"vahbn8o06v","US"
NA,"NDF"
"kv2ydrkskg","NDF"
NA,"NDF"
NA,"NDF"
"5pb5e2zlfk","US"
"vwddxo6ruu","US"
"2cg8w1m4z6","US"
NA,"NDF"
"bhzd5fk6p4","NDF"
NA,"NDF"
"ibekgs31xw","US"
NA,"NDF"
"y2fxb2s2d5","NDF"
"4nd3757cyt","NDF"
"2ntv6ne9yz","NDF"
"24h20vhb40","NDF"
"7i0ymqi6nt","NDF"
"53tby7ej8n","NDF"
"hlaa8ixwyt","NDF"
NA,"NDF"
NA,"NDF"
"liu6p4s60i","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"7h7ppx3euw","NDF"
"wq04lrpn68","NDF"
"i7lzdtsfcx","NDF"
"70sj9c4a6l","NDF"
"8xswcl9zle","NDF"
"eym9cf0pps","NDF"
"h250lz64bc","NDF"
"2a1grdeo6c","NDF"
NA,"NDF"
NA,"NDF"
"qz2fzjl7m2","NDF"
"btq50ftxce","NDF"
NA,"NDF"
"pf1lebd9du","NDF"
"bmm9uvi2pu","NDF"
NA,"NDF"
"aen78m6agu","NDF"
"4j9b2ttqy8","NDF"
"6zwocaupp7","US"
NA,"NDF"
"p6htpbfz3e","NDF"
"dniyaqpimu","NDF"
"qm5zfzkit5","US"
"we9fzogfvo","NDF"
"kbxiflvxsm","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"lk6egx1o04","NDF"
NA,"NDF"
"4jn3q13ctc","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"3zguu1js5y","US"
NA,"NDF"
"5sjmaxbjbb","NDF"
"ctahnc2uvv","US"
"2ek2ahk6io","NDF"
"bw7lnqf7be","NDF"
"tsv7ucffcy","US"
"4y9b1g015a","NDF"
"iu9q27yal6","US"
"azrwapq9eb","NDF"
"nor8nfhlpk","NDF"
"gq8pbsld7r","NDF"
"ez83yqv09d","US"
"cm4qinlh57","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"iteti1ubx7","US"
NA,"NDF"
NA,"NDF"
"f4mcoeofv8","NDF"
"w622yov6yf","NDF"
NA,"NDF"
"ko8fb1ydjd","NDF"
"olzk81l2r8","NDF"
NA,"NDF"
"scoepnay88","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"0lshm6qn8u","NDF"
NA,"NDF"
NA,"NDF"
"062oxv8bu6","NDF"
"ic92pqer4d","NDF"
NA,"NDF"
"glvkfm2i1n","NDF"
"hl6qgoiswi","NDF"
NA,"NDF"
"ohp6d41r3c","NDF"
"q1uke0c6lz","NDF"
"1e8x8xiggu","NDF"
NA,"NDF"
NA,"NDF"
"ky80mqzz6f","NDF"
"mazknnfjda","NDF"
NA,"NDF"
NA,"NDF"
"1u2jb1u5ng","NDF"
NA,"NDF"
"epxe11jsvk","NDF"
NA,"NDF"
NA,"NDF"
"bxpak799q9","US"
"a6gd6e3qlz","US"
NA,"NDF"
"a35j6n7ijy","US"
"35hvtry63c","NDF"
"e5s7wd0g02","US"
"6172aeui93","NDF"
"8d13t9c4g3","NDF"
"iiltbzheqb","NDF"
NA,"NDF"
"ypvlrbn6y9","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"u5adx63r9m","NDF"
"ag9lzbq2ri","NDF"
"fxae15enje","NDF"
NA,"NDF"
"5pq9hk0fe1","US"
"o16g4lg0c6","NDF"
NA,"NDF"
NA,"NDF"
"i4xuod2ll4","US"
"8ovk7juq6x","NDF"
NA,"NDF"
"9odeqkwh9e","NDF"
NA,"NDF"
NA,"NDF"
"70ehw0qt7f","US"
"xo53ovrap1","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"cy45ilg8fa","NDF"
NA,"NDF"
"ej8rmqaosu","NDF"
"8813yqshqa","NDF"
"v2xcztyzbb","US"
"h90m2hcukp","NDF"
"apjtdgr755","US"
"ddpj4fs5dd","NDF"
"hgpkfz0vv6","NDF"
NA,"NDF"
"lsto4cd3ij","NDF"
NA,"NDF"
"dz1sngzrqh","NDF"
"wjfefecpjc","NDF"
"57kkf2kc33","US"
"iweeu0sjcv","NDF"
"amtec7tdx5","NDF"
"xw2fvwlrm6","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9jjq3n2c8h","US"
"hobvl9jihw","NDF"
NA,"NDF"
"4gbgd8moyn","NDF"
NA,"NDF"
"uc0vk3fejd","NDF"
"1jjmu5pnov","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"xyrg0u8lyi","NDF"
"fp6vbhhp9u","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"yl94cno4fp","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"rtn3hczarv","NDF"
NA,"NDF"
"7ngn65jn6t","NDF"
"obbrjpyvx7","NDF"
NA,"NDF"
"23qedqilrd","NDF"
"r7u8fl712y","NDF"
"7ax4kouba1","NDF"
NA,"NDF"
"85fg3pgt90","NDF"
"p5ubhzwd3w","NDF"
NA,"NDF"
"9wnvfho6h7","NDF"
"17euq7khl7","NDF"
NA,"NDF"
"r5u40wpohz","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
